creationDate|deletionDate|explicitlyDeleted|id|locationIP|browserUsed|content|length|CreatorPersonId|LocationCountryId|ParentPostId|ParentCommentId
2012-12-21T03:02:38.209+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106717|61.16.136.118|Chrome|About Hamid Karzai, d current President of Afghanistan, taking About Charles, Prince|85|8796093022244|0|1168231106711|
2012-12-22T16:13:46.008+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106718|203.215.63.48|Firefox|no way!|7|2199023255557|65||1168231106715
2012-12-21T15:30:51.929+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106719|203.215.63.48|Firefox|About Hamid Karzai, d winner and became President oAbout Lady Gaga, ing to focus on her mus|91|2199023255557|65||1168231106712
2012-09-25T05:30:42.112+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629985|203.215.63.48|Firefox|About George Washington, a vision of a great and powerful nation thaAbout Marie Anto|84|2199023255557|65|1099511629984|
2012-09-26T02:26:14.884+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629986|91.191.192.127|Firefox|great|5|24189255811081|4||1099511629985
2012-09-25T05:45:04.745+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629987|203.215.63.48|Firefox|ok|2|2199023255557|65||1099511629985
2012-09-25T08:30:52.352+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629988|61.16.136.118|Chrome|About Jean-Jacques Rousseau,  political philosophy influenced the French Revolution as well as the overall development of modern political, sociological and educational though|175|8796093022244|0||1099511629985
2012-09-25T15:45:19.721+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629989|61.16.136.118|Chrome|right|5|8796093022244|0|1099511629984|
2012-09-25T18:37:17.060+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629990|203.215.63.48|Firefox|duh|3|2199023255557|65|1099511629984|
2012-09-25T17:54:51.613+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629991|91.191.192.127|Firefox|About Jean-Jacques Rousseau, wn as the Age of Sensibility, featuring an iAbout East Fra|87|24189255811081|4||1099511629988
2012-09-25T05:36:07.322+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629992|61.16.136.118|Chrome|About Abraham Lincoln, he abolition of slavery include issuing his EmAbout George Washingt|90|8796093022244|0||1099511629985
2012-08-10T01:54:28.335+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153258|49.206.89.61|Safari|thx|3|32985348833329|0|687194769577|
2012-08-09T22:47:46.307+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153259|49.206.89.61|Safari|cool|4|32985348833329|0|687194769577|
2012-02-03T18:20:15.037+00:00|2013-01-01T00:00:00.000+00:00|false|824633723052|91.191.192.127|Firefox|ok|2|24189255811081|4|687194769577|
2012-02-04T05:49:32.801+00:00|2013-01-01T00:00:00.000+00:00|false|824633723053|91.191.192.127|Firefox|thx|3|24189255811081|4|687194769577|
2011-10-12T02:33:30.199+00:00|2012-01-31T17:29:45.363+00:00|false|687194769582|27.116.33.147|Safari|LOL|3|8796093022249|0|687194769577|
2012-08-10T04:21:11.395+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153263|49.206.89.61|Safari|ok|2|32985348833329|0|687194769577|
2012-02-03T10:53:15.238+00:00|2013-01-01T00:00:00.000+00:00|false|824633723056|91.191.192.127|Firefox|fine|4|24189255811081|4|687194769577|
2011-10-12T09:45:40.359+00:00|2012-01-31T17:29:45.363+00:00|false|687194769585|27.116.33.147|Safari|About Mariano Rivera, rts as one of the mostAbout Salvador Dalí, nded from the Moors. DAbout Henry Wadswo|105|8796093022249|0|687194769577|
2012-08-10T02:39:52.704+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153266|49.206.89.61|Safari|right|5|32985348833329|0|687194769577|
2011-10-12T05:17:42.358+00:00|2012-01-31T17:29:45.363+00:00|false|687194769587|27.116.33.147|Safari|About Caliphate of Córdoba, descendants of the last legitimate Caliph Hisham II and the successors oAbout Song Dynasty, er money, and the first|143|8796093022249|0|687194769577|
2012-01-21T17:38:26.591+00:00|2012-01-31T17:29:45.363+00:00|false|824633723060|61.16.136.118|Chrome|no|2|8796093022244|0||687194769587
2012-08-10T00:06:13.698+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153269|190.118.250.127|Safari|thanks|6|32985348833329|91|687194769577|
2012-01-21T15:40:25.916+00:00|2012-01-21T15:40:35.917+00:00|true|824633723062|61.16.136.118|Chrome|right|5|8796093022244|0||687194769585
2012-01-21T21:43:23.151+00:00|2012-01-31T17:29:45.363+00:00|false|824633723063|61.16.136.118|Chrome|About Song Dynasty, ze during the 10th and 11th centuries. This growth came througAbout Crickets Sing for Anamaria, ts Sin|122|8796093022244|0||687194769587
2012-01-21T21:44:44.197+00:00|2012-01-31T17:29:45.363+00:00|false|824633723064|27.116.33.147|Safari|no|2|8796093022249|0||824633723063
2012-02-16T22:11:26.859+00:00|2013-01-01T00:00:00.000+00:00|false|824633723066|203.215.63.48|Firefox|About Marlene Dietrich, , she acted on thAbout A Day in the Life,  has been covere|82|2199023255557|65|687194769593|
2012-01-21T17:49:05.674+00:00|2013-01-01T00:00:00.000+00:00|false|824633723067|61.16.136.118|Chrome|no|2|8796093022244|0|687194769593|
2012-02-16T22:23:54.238+00:00|2013-01-01T00:00:00.000+00:00|false|824633723068|61.16.136.118|Chrome|About Marlene Dietrich, most of the 195About Afghanistan, istan, is a lanAbout A Day in|88|8796093022244|0||824633723066
2012-08-09T22:17:09.525+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153277|49.206.89.61|Safari|roflol|6|32985348833329|0|687194769593|
2012-02-17T05:08:29.553+00:00|2013-01-01T00:00:00.000+00:00|false|824633723070|203.215.63.48|Firefox|no|2|2199023255557|65||824633723066
2012-02-03T16:04:01.175+00:00|2013-01-01T00:00:00.000+00:00|false|824633723071|91.191.192.127|Firefox|maybe|5|24189255811081|4|687194769593|
2012-02-16T20:13:12.877+00:00|2013-01-01T00:00:00.000+00:00|false|824633723072|203.215.63.48|Firefox|About Mariano Rivera, 2.00 in 11 seasonsAbout Denzel Washington,  producer. He firsAbout|88|2199023255557|65|687194769593|
2012-02-17T00:18:58.457+00:00|2013-01-01T00:00:00.000+00:00|false|824633723073|91.191.192.127|Firefox|ok|2|24189255811081|4||824633723072
2012-02-17T16:08:20.185+00:00|2013-01-01T00:00:00.000+00:00|false|824633723074|61.16.136.118|Chrome|ok|2|8796093022244|0||824633723068
2012-02-16T23:30:04.721+00:00|2013-01-01T00:00:00.000+00:00|false|824633723075|61.16.136.118|Chrome|no|2|8796093022244|0||824633723068
2012-08-10T01:50:48.825+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153284|49.206.89.61|Safari|About Marlene Dietrich, sire capitalised onAbout A Day in the Life, glissandos and to eAbo|90|32985348833329|0||824633723068
2012-02-16T20:14:37.963+00:00|2013-01-01T00:00:00.000+00:00|false|824633723077|203.215.63.48|Firefox|thx|3|2199023255557|65||824633723072
2012-02-17T07:42:35.953+00:00|2013-01-01T00:00:00.000+00:00|false|824633723078|61.16.136.118|Chrome|About Alexandre Dumas,  and dramatist. About Marlene Dietrich, tainer. AlthoughAbout A Day in the Life, ar|106|8796093022244|0||824633723066
2012-02-17T04:44:51.908+00:00|2013-01-01T00:00:00.000+00:00|false|824633723079|91.191.192.127|Firefox|maybe|5|24189255811081|4||824633723066
2012-08-10T07:13:00.096+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153288|49.206.89.61|Safari|About Mariano Rivera, (AL) RolaidsAbout Gloria Macapagal-Arroyo, orn April 5,About|82|32985348833329|0|687194769593|
2012-02-04T09:09:49.224+00:00|2013-01-01T00:00:00.000+00:00|false|824633723082|91.191.192.127|Firefox|ok|2|24189255811081|4|412316862665|
2012-02-03T22:12:32.922+00:00|2013-01-01T00:00:00.000+00:00|false|824633723083|91.191.192.127|Firefox|About Arthur Wellesley, 1st Duke of Wellington,  the Battle of Assaye in 1803. W|80|24189255811081|4|412316862665|
2012-02-16T19:47:24.228+00:00|2013-01-01T00:00:00.000+00:00|false|824633723084|203.215.63.48|Firefox|LOL|3|2199023255557|65|412316862665|
2012-02-03T23:00:08.935+00:00|2012-02-03T23:00:18.960+00:00|true|824633723085|61.16.136.118|Chrome|cool|4|8796093022244|0||824633723083
2012-02-16T20:12:15.358+00:00|2013-01-01T00:00:00.000+00:00|false|824633723086|203.215.63.48|Firefox|About Reba McEntire,  McEntire (born March About Czechoslovakia, ereign state in Cent|85|2199023255557|65|412316862665|
2012-08-10T09:09:29.244+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153295|49.206.89.61|Safari|maybe|5|32985348833329|0||824633723083
2012-02-17T10:23:41.712+00:00|2013-01-01T00:00:00.000+00:00|false|824633723088|91.191.192.127|Firefox|About Reba McEntire, an Actress in a Television SeAbout Just Be Good to Green, he se|84|24189255811081|4||824633723086
2012-02-17T10:48:09.862+00:00|2013-01-01T00:00:00.000+00:00|false|824633723089|203.215.63.48|Firefox|cool|4|2199023255557|65|412316862665|
2012-02-17T10:24:03.929+00:00|2013-01-01T00:00:00.000+00:00|false|824633723090|203.215.63.48|Firefox|About Titian, ut he retained a lifeAbout Jimi Hendrix, do with my guitar whaAbout|81|2199023255557|65||824633723088
2012-08-10T05:20:02.341+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153299|49.206.89.61|Safari|thx|3|32985348833329|0||824633723090
2012-02-17T15:33:23.000+00:00|2013-01-01T00:00:00.000+00:00|false|824633723092|61.16.136.118|Chrome|good|4|8796093022244|0||824633723086
2012-02-17T10:25:51.192+00:00|2013-01-01T00:00:00.000+00:00|false|824633723093|61.16.136.118|Chrome|About Titian, ognized by his coAbout Jimi Hendrix, in using the recoAbout Psalm 69:|83|8796093022244|0||824633723090
2012-08-10T06:14:12.301+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153302|49.206.89.61|Safari|good|4|32985348833329|0|412316862665|
2012-02-17T10:31:22.802+00:00|2013-01-01T00:00:00.000+00:00|false|824633723095|61.16.136.118|Chrome|cool|4|8796093022244|0||824633723093
2012-02-17T11:05:04.652+00:00|2013-01-01T00:00:00.000+00:00|false|824633723096|61.16.136.118|Chrome|great|5|8796093022244|0||824633723088
2012-02-16T19:46:18.043+00:00|2013-01-01T00:00:00.000+00:00|false|824633723098|203.215.63.48|Firefox|cool|4|2199023255557|65|412316862681|
2012-01-21T20:34:32.234+00:00|2013-01-01T00:00:00.000+00:00|false|824633723099|61.16.136.118|Chrome|About Cecil B. DeMille, ong his best-knownAbout In the Mood, tarring Maggie CheAbout When You Believe, h|104|8796093022244|0|412316862681|
2012-02-03T16:06:08.937+00:00|2013-01-01T00:00:00.000+00:00|false|824633723100|91.191.192.127|Firefox|thanks|6|24189255811081|4|412316862681|
2012-02-16T23:00:48.119+00:00|2013-01-01T00:00:00.000+00:00|false|824633723101|203.215.63.48|Firefox|yes|3|2199023255557|65|412316862681|
2012-08-09T22:51:43.551+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153310|49.206.89.61|Safari|good|4|32985348833329|0||824633723099
2012-02-03T20:30:28.318+00:00|2013-01-01T00:00:00.000+00:00|false|824633723103|91.191.192.127|Internet Explorer|maybe|5|24189255811081|4|412316862681|
2012-08-10T21:40:21.315+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153312|49.206.89.61|Safari|yes|3|32985348833329|0||824633723099
2012-02-16T21:55:49.466+00:00|2013-01-01T00:00:00.000+00:00|false|824633723105|203.215.63.48|Firefox|thx|3|2199023255557|65||824633723099
2012-02-03T21:36:04.341+00:00|2013-01-01T00:00:00.000+00:00|false|824633723106|91.191.192.127|Firefox|About Saint George, e Dragon and is About Smokey Robinson, d front man of tAbou|79|24189255811081|4|412316862681|
2012-08-09T22:35:20.162+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153315|49.206.89.61|Safari|fine|4|32985348833329|0||824633723099
2012-08-10T01:15:37.448+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153316|49.206.89.61|Safari|About Leonard Cohen, contains extra pAbout William Morris, founders of the Ab|77|32985348833329|0|412316862681|
2012-01-21T21:02:58.325+00:00|2012-01-31T17:29:45.363+00:00|false|824633723109|27.116.33.147|Safari|good|4|8796093022249|0||824633723099
2012-02-17T00:48:15.227+00:00|2013-01-01T00:00:00.000+00:00|false|824633723110|203.215.63.48|Firefox|duh|3|2199023255557|65||824633723099
2012-02-17T02:20:31.051+00:00|2013-01-01T00:00:00.000+00:00|false|824633723111|203.215.63.48|Firefox|good|4|2199023255557|65||824633723106
2012-02-16T20:00:15.750+00:00|2013-01-01T00:00:00.000+00:00|false|824633723112|203.215.63.48|Firefox|duh|3|2199023255557|65||824633723106
2012-10-30T20:27:08.729+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630621|31.209.42.207|Internet Explorer|ok|2|13194139533342|101|893353200412|
2012-05-18T00:06:34.323+00:00|2013-01-01T00:00:00.000+00:00|false|962072677150|115.186.113.189|Safari|About Judy Davis, stralian actress best known for her roles in About Bourbon Restoration,|89|2199023255573|54|893353200412|
2012-05-24T07:57:42.016+00:00|2013-01-01T00:00:00.000+00:00|false|962072677151|27.112.88.106|Internet Explorer|About My Ding-a-Ling, sc jockey Jim Connors was credited with a gold record for dis|83|24189255811109|1|893353200412|
2012-05-18T12:24:40.278+00:00|2013-01-01T00:00:00.000+00:00|false|962072677152|27.116.34.47|Chrome|duh|3|13194139533355|0||962072677150
2012-07-19T17:15:52.462+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153889|31.170.121.115|Internet Explorer|I see|5|28587302322180|48||962072677151
2012-10-19T14:48:58.360+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630626|27.4.90.237|Internet Explorer|great|5|19791209299968|0||962072677150
2012-10-19T17:04:33.146+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630628|27.4.90.237|Internet Explorer|duh|3|19791209299968|0|824633723683|
2012-06-10T16:44:24.711+00:00|2013-01-01T00:00:00.000+00:00|false|962072677157|186.64.7.5|Firefox|yes|3|26388279066658|61|824633723683|
2012-07-01T12:59:49.824+00:00|2013-01-01T00:00:00.000+00:00|false|962072677158|31.192.109.124|Internet Explorer|right|5|26388279066668|56|824633723683|
2012-04-12T20:45:52.462+00:00|2013-01-01T00:00:00.000+00:00|false|893353200423|196.29.42.107|Firefox|About Judy Davis, lobe Awards, three Emmy Awards, one BAFAbout Youth of the Nation,  come from their second major l|115|2199023255594|60|824633723683|
2012-10-19T13:22:37.308+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630632|27.4.90.237|Internet Explorer|cool|4|19791209299968|0||893353200423
2012-05-18T13:18:10.840+00:00|2013-01-01T00:00:00.000+00:00|false|962072677161|115.186.113.189|Safari|About Judy Davis,  the TV miniseries LiAbout You Oughta Know, um track, and it r|80|2199023255573|54|824633723683|
2012-10-28T08:49:39.241+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630635|41.188.97.221|Internet Explorer|I see|5|28587302322196|25|1099511630634|
2012-10-28T19:24:54.729+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630636|1.29.220.142|Chrome|good|4|21990232555527|1|1099511630634|
2012-10-28T10:02:48.161+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630637|31.170.121.115|Internet Explorer|maybe|5|28587302322180|48|1099511630634|
2012-10-28T12:00:49.562+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630638|27.4.90.237|Internet Explorer|maybe|5|19791209299968|0|1099511630634|
2012-10-28T08:53:29.044+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630639|27.4.90.237|Internet Explorer|right|5|19791209299968|0|1099511630634|
2012-10-28T18:03:05.324+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630640|1.29.220.142|Chrome|About Little Richard, rom rock and roll to the ministry, until he was able to reconcile the two roles in later life. Penniman was among the first group of inductees into|169|21990232555527|1|1099511630634|
2012-12-17T01:44:09.664+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107378|203.115.62.79|Internet Explorer|maybe|5|37383395344394|100|1099511630641|
2012-12-15T02:22:04.676+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107379|189.202.102.202|Firefox|right|5|6597069766702|53|1099511630641|
2012-10-15T09:23:03.188+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630644|31.192.132.124|Firefox|About Cambodia,  Khmer Empire. Successive kings flourished which marked the Khmer emp|85|35184372088871|56|1099511630641|
2012-11-05T02:32:46.394+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630645|31.209.179.5|Firefox|good|4|28587302322204|101||1099511630644
2012-11-19T03:37:27.651+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107382|1.29.220.142|Chrome|good|4|21990232555527|1||1099511630644
2012-12-16T19:17:12.276+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107383|192.100.158.95|Internet Explorer|good|4|32985348833318|53|1099511630641|
2012-10-14T19:47:31.773+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630648|180.222.139.188|Internet Explorer|thx|3|26388279066632|59|1099511630641|
2012-11-05T00:22:18.520+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630649|31.209.179.5|Firefox|yes|3|28587302322204|101||1099511630644
2012-12-12T06:11:12.950+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107387|91.191.192.127|Firefox|I see|5|24189255811081|4|1168231107386|
2012-12-13T01:51:19.139+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107388|31.192.109.124|Internet Explorer|duh|3|26388279066668|56|1168231107386|
2012-12-12T09:13:47.451+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107389|31.209.42.207|Internet Explorer|no|2|13194139533342|101|1168231107386|
2012-12-12T06:18:14.387+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107390|1.29.220.142|Chrome|maybe|5|21990232555527|1|1168231107386|
2012-11-14T10:43:55.985+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107392|31.41.169.140|Chrome|LOL|3|16|92|1099511630655|
2012-10-25T00:44:00.062+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630657|31.170.121.115|Internet Explorer|duh|3|28587302322180|48|1099511630655|
2012-12-01T21:24:46.658+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107395|27.98.220.136|Firefox|About Otto von Bismarck,  hands of a Junker elite representing the landed|74|35184372088856|1|1168231107394|
2012-12-02T12:16:52.473+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107396|31.41.169.140|Chrome|About Bizzar, iling in 1969. Originally Prototipi BizAbout Hannibal,  devise|76|16|92|1168231107394|
2012-12-02T04:11:32.651+00:00|2012-12-05T17:24:26.524+00:00|false|1168231107397|61.16.136.118|Chrome|no|2|8796093022244|0||1168231107395
2012-12-02T14:15:11.826+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107398|82.137.61.179|Safari|About George Bernard Shaw, brochures and speeches for the Fabian Society. He|76|32985348833329|95||1168231107395
2012-12-19T01:52:10.859+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107400|148.204.226.31|Chrome|thx|3|32|53|1168231107399|
2012-12-30T16:12:43.282+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107401|41.74.150.41|Firefox|great|5|35184372088850|97|1168231107399|
2012-12-18T08:02:03.579+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107402|103.1.176.97|Safari|good|4|28587302322223|100|1168231107399|
2012-12-18T07:11:18.562+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107403|41.223.177.12|Safari|no way!|7|28587302322209|60|1168231107399|
2012-12-18T08:08:35.359+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107404|31.192.132.124|Firefox|About Coming Out of the Dark, s a single by American singer and songwriter Gloria Este|86|35184372088871|56|1168231107399|
2012-12-18T12:33:09.561+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107405|46.21.0.249|Internet Explorer|no way!|7|37383395344394|50|1168231107399|
2012-12-18T08:10:29.813+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107406|49.206.89.61|Safari|LOL|3|32985348833329|0||1168231107404
2012-12-18T09:53:19.196+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107407|31.182.127.125|Internet Explorer|no way!|7|17592186044443|92||1168231107404
2012-12-18T09:40:32.338+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107408|197.220.203.36|Firefox|good|4|19791209299987|110||1168231107404
2012-12-18T16:07:33.499+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107409|103.1.176.97|Safari|duh|3|28587302322223|100||1168231107404
2012-12-18T14:55:22.885+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107410|31.24.100.159|Firefox|thx|3|26388279066655|50|1168231107399|
2012-12-18T08:15:47.393+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107411|49.50.77.195|Firefox|About New Zealand, eds to be modest, due to its geographical isolation and benign relationships with neighbours. As of Septe|124|8796093022234|0||1168231107404
2012-12-28T21:12:47.649+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107412|193.104.227.215|Internet Explorer|About Nice & Slow, 100 singles chart in early 1998. However, in the UK, it did|78|26388279066641|86||1168231107404
2012-12-18T07:47:12.080+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107413|31.41.169.140|Chrome|yes|3|16|92|1168231107399|
2012-12-19T01:02:54.856+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107414|31.192.109.124|Internet Explorer|no way!|7|26388279066668|56|1168231107399|
2012-12-15T10:59:07.301+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107416|49.206.89.61|Safari|fine|4|32985348833329|0|1168231107415|
2012-12-16T07:24:55.568+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107417|31.192.132.124|Firefox|great|5|35184372088871|56|1168231107415|
2012-12-18T19:13:07.191+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107418|27.4.90.237|Internet Explorer|About Friedrich Schiller,  Xenien, a collection of short satiricAbout Hanni|75|19791209299968|0|1168231107415|
2012-12-18T19:19:11.279+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107419|41.188.97.221|Internet Explorer|About Rat Trap,  sign of the band's sense of humour. One of the more popular Boomt|82|28587302322196|25|1168231107415|
2012-12-19T17:10:17.258+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107420|196.29.42.107|Firefox|About Friedrich Schiller, orks he left as sketches. ThisAbout John Adams,  (1987), whic|87|2199023255594|60||1168231107418
2012-12-18T23:53:34.130+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107421|27.131.221.93|Internet Explorer|thx|3|21990232555526|1||1168231107419
2012-12-18T19:22:22.547+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107422|27.131.221.93|Internet Explorer|cool|4|21990232555526|1||1168231107419
2012-12-23T23:43:05.138+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107424|27.4.90.237|Internet Explorer|right|5|19791209299968|0|1168231107423|
2012-12-23T21:15:10.441+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107425|1.2.2.77|Internet Explorer|About Panama, g to the Global Competitiveness Index from tAbout Hannibal, t, Julius Ca|86|8796093022237|1|1168231107423|
2012-11-19T16:06:51.968+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107427|31.182.127.125|Internet Explorer|About Sheryl Crow, and a live album, and has contributed to film soundtracks. She ha|84|17592186044443|92|1168231107426|
2012-11-19T13:04:23.662+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107428|27.131.221.93|Internet Explorer|About From Me to You, ulted in the song becoming the first LAbout Hannibal|74|21990232555526|1|1168231107426|
2012-11-19T16:07:13.924+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107429|186.64.7.5|Firefox|duh|3|26388279066658|61||1168231107427
2012-11-25T19:39:41.847+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107430|31.192.109.124|Internet Explorer|cool|4|26388279066668|56|1168231107426|
2012-11-20T08:27:58.320+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107431|31.182.127.125|Internet Explorer|About Hole in the Head, eleased in October 2003 as the lead single from their third stu|87|17592186044443|92||1168231107427
2012-12-28T09:38:30.870+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107433|193.104.227.215|Internet Explorer|maybe|5|26388279066641|86|1168231107432|
2012-12-25T21:43:55.491+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107434|27.112.88.106|Internet Explorer|About Montserrat,  historic capital city of Plymouth was destroyed and two-th|77|24189255811109|1|1168231107432|
2012-12-24T22:36:29.020+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107435|103.1.176.97|Safari|I see|5|28587302322223|100|1168231107432|
2012-12-25T22:31:02.946+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107436|1.29.220.142|Chrome|no|2|21990232555527|1||1168231107434
2012-12-26T07:47:55.588+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107437|31.192.132.124|Firefox|About Osama bin Laden, rror, with a US$25 million bounty by the Federal Bur|75|35184372088871|56||1168231107434
2012-12-25T22:55:31.822+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107438|27.112.88.106|Internet Explorer|About Montserrat, iere Hills volcano that began on July 1About South African|77|24189255811109|1||1168231107434
2012-12-25T21:51:00.553+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107439|41.223.177.12|Safari|ok|2|28587302322209|60||1168231107434
2012-12-26T07:48:56.734+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107440|46.154.44.101|Firefox|I see|5|15393162788877|105||1168231107437
2012-12-25T23:23:16.699+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107441|31.182.127.125|Internet Explorer|cool|4|17592186044443|92||1168231107434
2012-12-26T03:22:20.682+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107442|31.209.42.207|Internet Explorer|ok|2|13194139533342|101||1168231107438
2012-12-25T21:44:06.354+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107443|27.121.123.176|Chrome|great|5|32985348833291|1||1168231107434
2012-12-31T04:47:00.284+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107444|41.74.150.41|Firefox|thx|3|35184372088850|97||1168231107434
2012-12-25T23:00:41.950+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107445|31.170.121.115|Internet Explorer|About Beyoncé Knowles, solo artist. This made her the third artist in history|78|28587302322180|48||1168231107438
2012-12-25T21:44:34.825+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107446|1.88.156.174|Internet Explorer|great|5|28587302322191|1||1168231107434
2012-12-18T07:08:47.978+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107448|41.223.177.12|Safari|thanks|6|28587302322209|60|1168231107447|
2012-12-18T17:13:15.926+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107449|197.220.203.36|Firefox|thanks|6|19791209299987|110|1168231107447|
2012-12-18T04:51:28.383+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107450|196.29.42.107|Firefox|fine|4|2199023255594|60|1168231107447|
2012-12-18T02:09:05.778+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107451|186.64.7.5|Firefox|yes|3|26388279066658|61|1168231107447|
2012-12-18T07:45:49.878+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107452|189.202.102.202|Firefox|thx|3|6597069766702|53|1168231107447|
2012-12-18T06:28:58.107+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107453|31.209.179.5|Firefox|About Manic Monday, ay is a song by the American pop rock bAbout Hannibal, l|76|28587302322204|101|1168231107447|
2012-12-18T13:56:06.196+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107454|189.202.102.202|Firefox|About Leave Me Alone, ary 1989, but was released outside of tAbout Hannibal,|76|6597069766702|53|1168231107447|
